Term,LoanStatusCode,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),OccupationCode,EmploymentCode,EmploymentStatusDuration,IsBorrowerHomeownerCode,CurrentlyInGroupCode,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeLevel,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanQuarter,LoanYear,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
36,2,0.26681,0.2287,0.2187,0.2134,0.099,0.1144,3,5,1,17,2,370,1,0,640,659,28185,6,5,34,4,248,1,1,0,0,45,0,0,6549,0.93,451,33,0.6,1,0.15,5,7689.666667,2,74,31,27,16,28953,0,-54,0,,21,67748,15000,41072,2,2012,579.63,11547.6,6921.63,4625.97,-202.3,0,0,0,0,1,0,0,0,38
36,2,0.15833,0.1299,0.1199,0.1148,0.0399,0.0749,6,7,1,1,1,20,1,0,720,739,36699,20,17,48,7,343,0,2,0,0,0,0,0,13858,0.95,456,38,1,2,0.4,2,8666.666667,1,13,13,0,0,6000,2961.33,-18,0,,8,94718,6000,41457,3,2013,202.13,1617.04,1139.9,477.14,-36.74,0,0,0,0,1,0,0,0,102
36,3,0.3063,0.29,0.27,,,,,,0,33,2,59,0,1,520,539,35383,0,1,24,0,0,4,9,13,25784,29,0,0,0,0,0,9,0.15,0,0.04,4,5000,,,,,,,,,2300,7,79,18223,1200,39316,3,2007,50.29,93.35,20.73,72.62,-2.34,-3.75,1179.27,1179.27,0,1,0,0,0,13
36,2,0.2533,0.2155,0.2055,0.18917,0.0975,0.09167,3,5,2,15,1,79,1,0,660,679,35305,12,9,31,7,550,2,7,0,0,0,0,0,16354,1.01,27,24,1,0,0.42,3,2291.666667,2,65,65,0,0,4000,0,,0,,4,111694,3000,41593,4,2013,113.87,339.8388,174.72,165.1188,-7.75,0,0,0,0,1,0,0,0,1
36,2,0.31196,0.2724,0.2624,0.23856,0.1425,0.09606,2,2,1,41,1,426,1,0,660,679,38453,13,11,30,8,852,2,7,1,0,6,0,0,19278,0.26,19801,25,0.88,4,0.24,5,7807.416667,,,,,,,,,0,,0,134860,7000,41701,1,2014,286.68,0,0,0,0,0,0,0,0,1,0,0,0,30
36,2,0.34621,0.3099,0.2999,0.2861,0.13,0.1561,2,3,7,17,2,118,1,0,640,659,38558,3,3,10,1,15,1,3,2,1374,1,0,0,251,0,0,8,0.66,0,0.05,4,5083.333333,1,34,34,0,0,4000,299.43,-50,0,,33,50420,2000,40711,2,2011,85.99,2751.68,1672.78,1078.9,-34.79,0,0,0,0,1,0,0,0,30
36,0,0.13875,0.1246,0.1146,,,,,,2,31,2,28,0,0,740,759,34068,6,5,8,5,55,6,7,0,0,0,0,0,2268,0.11,17334,7,0.85,1,0.19,3,3083.333333,,,,,,,,,0,,69,32328,7500,39604,2,2008,250.76,8682.44,7500,1182.44,-94.9,0,0,0,0,1,1,0,0,70
36,0,0.19501,0.1585,0.1485,0.13953,0.0624,0.07713,4,8,16,43,1,104,0,0,640,659,32264,5,5,20,4,176,0,1,0,0,11,1,0,3713,0.72,1387,16,0.68,0,0.16,4,4933.333333,1,21,21,0,0,6400,3008.84,,0,,2,129629,3900,41670,1,2014,136.82,3930.48,3900,30.48,-1.92,0,0,0,0,1,0,0,0,1
36,2,0.22712,0.1899,0.1799,0.1679,0.0724,0.0955,4,6,1,0,1,80,1,0,660,679,32843,8,7,19,6,398,1,2,2,404,0,0,0,12980,0.9,1006,14,0.78,0,0.2,4,4833.333333,,,,,,,,,0,,9,93791,15000,41449,2,2013,549.76,4398.08,2629.97,1768.11,-93.12,0,0,0,0,1,0,0,0,128
36,2,0.2354,0.198,0.188,0.17416,0.0849,0.08926,4,4,1,19,1,30,0,0,660,679,36586,26,26,50,8,284,1,3,2,20185,25,0,0,5324,0.49,5065,41,0.8,1,0.31,3,4029.75,,,,,,,,,0,,5,108502,5000,41575,4,2013,185.31,4853.5277,4620.18,233.3477,-11.93,0,0,0,0,1,0,0,0,1
36,2,0.09837,0.0849,0.0749,0.0731,0.0199,0.0532,7,9,1,0,1,44,1,0,760,779,30056,14,13,38,9,821,0,0,0,0,0,0,0,30814,0.67,13454,34,1,0,0.16,2,10833.33333,,,,,,,,,0,,6,101404,15000,41526,3,2013,473.44,2367.2,1859.89,507.31,-59.76,0,0,0,0,1,0,0,0,270
60,2,0.16304,0.14,0.13,0.12334,0.0499,0.07344,5,10,1,32,1,231,0,0,660,679,34108,7,5,27,5,359,0,4,0,0,16,0,0,16211,0.9,1689,27,0.92,0,0.29,4,5416.666667,1,18,18,0,0,10000,5608.89,,0,,2,128888,18750,41667,1,2014,436.28,436.28,213.33,222.95,-15.92,0,0,0,0,1,0,0,0,1
36,0,0.13697,0.1089,0.0989,0.0956,0.0299,0.0657,6,7,1,0,1,107,1,0,740,759,37929,15,15,40,14,613,0,2,0,0,0,0,0,16534,0.67,6242,40,1,0,0.27,2,8333.333333,,,,,,,,,0,,8,95749,25000,41467,3,2013,817.17,26488.76,25000,1488.76,-136.72,0,0,0,0,1,0,0,0,368
36,2,0.27285,0.2346,0.2246,0.2064,0.1025,0.1039,3,2,1,19,1,123,1,0,660,679,34907,25,23,62,12,997,1,3,0,0,0,0,0,34248,0.96,1102,41,1,1,0.43,5,7187.5,2,57,57,0,0,10700,1522.42,7,0,,8,95292,4000,41471,3,2013,155.8,1090.6,570.77,519.83,-22.17,0,0,0,0,1,0,0,0,10
36,0,0.13697,0.1089,0.0989,0.0986,0.0299,0.0687,6,7,1,0,1,72,1,1,720,739,36684,7,7,13,3,254,0,1,0,0,0,0,0,11870,0.95,591,13,1,0,0.22,4,6083.333333,3,35,34,1,0,23000,3107.82,18,0,,18,75383,13000,41180,3,2012,424.93,14258.12,13000,1258.12,-115.53,0,0,0,0,1,1,1,50,197
36,0,0.11296,0.092,0.082,0.0608,0.021,0.0608,6,9,1,31,2,55,0,0,700,719,35217,3,3,35,3,78,0,1,0,0,1,1,0,2756,0.49,2794,32,0.75,0,0.09,3,3750,,,,,,,,,0,,46,42497,2700,40315,2,2010,84.94,3101.13,2699.99,401.14,-43.62,0,0,0,0,1,0,0,0,117
36,0,0.10375,0.0829,0.0729,0.0728,0.0325,0.0403,6,9,2,21,2,26,1,0,780,799,31387,18,17,39,18,333,1,2,0,0,0,0,0,8037,0.08,83863,38,1,1,0.16,4,5000,7,19,19,0,0,29200,0.02,-32,0,,36,48036,9000,40630,1,2011,283.23,9087.3,9000,87.3,-10.53,0,0,0,0,1,0,0,0,80
36,0,0.13128,0.1225,0.1125,,,,,,0,16,9,,0,1,640,659,34487,,,14,1,42,1,1,0,,0,0,,,,,,,,0.23,6,2083.333333,,,,,,,,,0,,91,2893,2000,38958,3,2006,66.67,2384.08,2000,384.08,-16.34,0,0,0,0,1,0,0,0,65
36,0,0.24416,0.2215,0.2115,,,,,,4,0,2,0,0,1,560,579,34001,8,5,36,4,90,0,9,2,1095,51,2,0,1509,0.79,425,12,0.5,0,0.2,3,2250,1,7,7,0,0,1258,1062.65,-40,0,,73,27594,1400,39498,1,2008,53.58,1936.22,1400,536.22,-24.17,0,0,0,0,1,0,0,0,60
36,2,0.09736,0.0839,0.0739,0.0739,0.0174,0.0565,7,8,1,10,1,336,0,0,780,799,31909,23,22,52,21,340,2,5,0,0,1,0,0,2904,0.03,66282,49,0.97,1,0.2,5,6250,,,,,,,,,0,,19,73113,3800,41151,3,2012,119.76,2370.68,2008.11,362.57,-43.22,0,0,0,0,1,0,0,0,54
36,7,0.22712,0.1899,0.1799,0.1757,0.0724,0.1033,4,3,3,0,8,68,0,0,680,699,34492,5,5,13,3,389,0,1,0,0,0,0,0,13272,0.75,4077,13,0.92,1,,1,1666.666667,2,44,43,1,0,14000,6531.49,37,81,,18,74680,11000,41171,3,2012,403.16,5644.24,3559.56,2084.68,-109.78,0,0,0,0,1,0,0,0,81
36,0,0.31053,0.275,0.265,0.1504,0.108,0.1504,3,8,1,1,1,53,0,0,640,659,38614,12,11,15,7,122,0,5,0,0,0,0,0,2773,0.8,234,12,1,0,0.18,3,2140,,,,,,,,,0,,40,45127,3000,40484,4,2010,123.28,3690.8,2999.97,690.83,-25.12,0,0,0,0,1,0,0,0,118
36,1,0.14207,0.135,0.125,,,,,,0,14,2,73,0,0,640,659,37253,8,7,12,4,182,1,2,0,0,0,0,0,8778,0.71,3000,12,0.91,2,0.22,4,5200,,,,,,,,,350,26,75,23527,8100,39428,4,2007,274.88,5847.48,4207.15,1640.33,-118.64,-734.12,3892.85,1525.17,288.32,1,0,0,0,154
36,3,0.33097,0.295,0.285,0.1698,0.108,0.1698,3,6,7,22,1,56,1,0,720,739,30164,6,4,20,1,0,2,4,0,0,3,0,0,0,0,0,19,0.75,1,0.08,2,29833.33333,,,,,,,,,671,21,39,45731,6500,40520,4,2010,274.16,5386.56,3338.4,2048.16,-69.25,0,3161.6,3161.6,0,1,0,0,0,127
60,5,0.31293,0.2862,0.2762,0.2519,0.1275,0.1244,2,2,1,0,5,88,1,0,720,739,32721,13,9,31,8,297,0,1,0,0,0,1,0,7304,0.7,2534,28,0.96,3,0.26,3,3666.666667,,,,,,,,,20,,12,86576,4000,41351,1,2013,126.04,1260.4,352.88,907.52,-26.15,-21.43,0,0,0,1,0,0,0,36
36,2,0.13413,0.1129,0.1029,0.1026,0.026,0.0766,6,8,3,0,1,65,1,0,720,739,36326,8,7,27,5,403,0,4,0,0,0,0,0,28238,0.53,23462,26,1,1,0.61,3,3000,1,8,8,0,0,10000,8133.15,-31,0,,29,54448,16500,40829,4,2011,542.46,15188.88,12330.78,2858.1,-253.15,0,0,0,0,1,0,0,0,341
36,2,0.22301,0.1855,0.1755,0.16252,0.0849,0.07762,4,4,1,1,1,24,0,0,640,659,38940,14,14,31,5,182,1,1,0,0,7,0,0,5917,0.72,1373,19,0.78,0,0.18,4,4250,,,,,,,,,0,,0,135528,10000,41709,1,2014,364.29,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.14714,0.1189,0.1089,0.10446,0.0374,0.06706,6,10,13,43,1,35,0,0,660,679,35361,10,10,26,10,470,0,11,2,188,11,0,0,10727,0.6,6166,18,0.71,0,0.1,2,10000,,,,,,,,,0,,3,121629,2000,41626,4,2013,66.32,131.9885,92.71,39.2785,-3.36,0,0,0,0,1,0,0,0,1
60,2,0.18222,0.1585,0.1485,0.13953,0.0624,0.07713,4,7,7,0,1,83,1,0,700,719,36960,6,6,10,4,177,0,15,0,0,0,0,0,571,0,3000,9,0.88,2,0.08,2,11666.66667,,,,,,,,,0,,1,132761,15000,41690,1,2014,363.58,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.18214,0.1459,0.1359,0.1292,0.0474,0.0818,5,6,1,21,1,42,0,0,660,679,32752,13,12,30,9,443,1,2,0,0,0,0,0,23838,0.69,8254,26,1,0,0.24,5,7250.5,,,,,,,,,0,,7,97668,15000,41492,3,2013,516.97,3095.8241,2061.04,1034.7841,-62.7,0,0,0,0,1,0,0,0,1
36,0,0.12309,0.102,0.092,0.0708,0.021,0.0708,6,9,3,10,2,4,0,0,760,779,32721,11,11,38,8,134,1,2,0,0,0,0,0,3540,0.08,36460,33,1,0,0.14,2,9166.666667,,,,,,,,,0,,44,43519,10000,40375,3,2010,323.61,11654.34,10000,1654.34,-162.19,0,0,0,0,1,0,0,0,294
36,0,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,5,3,0,2,91,0,0,700,719,33451,9,9,25,7,262,0,3,0,0,2,2,0,6246,0.55,4261,23,0.56,0,0.29,3,3333.333333,,,,,,,,,0,,37,47466,7500,40602,1,2011,326.62,7805.76,7500,305.76,-9.55,0,0,0,0,1,0,0,0,101
36,0,0.2325,0.21,0.2,,,,,,4,55,2,268,1,0,660,679,31086,24,23,53,14,4192,0,2,0,0,0,0,0,450917,0.92,24751,48,1,2,0.38,2,13750,,,,,,,,,0,,70,32043,7500,39598,2,2008,282.56,9952.75,7500.02,2452.73,-116.79,0,0,0,0,1,0,0,0,152
36,0,0.16056,0.139,0.129,0.1285,0.038,0.0905,6,8,6,30,1,58,1,0,780,799,37716,8,6,14,4,141,2,2,0,0,0,0,0,2503,0.17,11647,14,0.85,1,0.2,4,5750,,,,,,,,,0,,31,52480,9000,40779,3,2011,307.16,10312.39,9000,1312.39,-94.4,0,0,0,0,1,0,0,0,159
36,3,0.30564,0.29,0.28,,,,,,0,0,8,73,0,0,520,539,39111,2,2,2,1,20,5,8,0,0,0,0,0,200,1,0,2,1,1,0.16,1,1583.333333,1,9,9,0,0,2550,2099.1,40,1898,17,76,22054,2900,39414,4,2007,121.53,1458.36,704.57,753.79,-25.98,0,2195.43,2195.43,0,1,0,0,0,35
12,0,0.28918,0.19,0.18,0.1758,0.107,0.0688,3,6,13,31,2,311,0,0,660,679,34597,7,4,31,2,305,0,2,0,0,0,0,0,15180,0.97,320,30,0.83,0,0.21,4,6166.666667,,,,,,,,,0,,26,58371,2000,40911,1,2012,184.31,2211.9,2000,211.9,-11.17,0,0,0,0,1,1,0,0,6
36,0,0.23504,0.2125,0.2025,0.0976,0.1,0.0976,3,6,1,28,2,213,1,1,720,739,33147,10,7,25,5,381,0,1,0,0,0,1,0,13320,0.93,382,22,0.86,0,0.27,5,7250,1,24,22,2,0,9500,3881.45,29,0,,50,40548,7900,40203,1,2010,298.65,9619.88,7900,1719.88,-80.93,0,0,0,0,1,1,1,550,134
60,5,0.29998,0.2736,0.2636,0.241,0.1175,0.1235,3,3,1,1,1,6,1,0,720,739,36397,11,10,19,4,682,2,3,0,0,0,0,0,17974,0.76,5626,15,1,0,0.4,4,6083.333333,,,,,,,,,23,,8,95486,4000,41470,3,2013,123,780.0016,130.51,649.4916,-12.06,-88.74,0,0,0,1,0,0,0,1
36,2,0.09333,0.0799,0.0699,0.0684,0.0174,0.051,7,8,1,65,1,122,1,0,740,759,32690,8,8,25,6,233,1,5,0,0,8,1,0,7221,0.53,6279,23,0.73,0,0.08,2,10250,,,,,,,,,0,,9,93911,8500,41449,2,2013,266.32,2130.56,1714.67,415.89,-52.05,0,0,0,0,1,0,0,0,188
36,1,0.28938,0.27,0.23,,,,,,0,4,2,66,1,1,540,559,36969,4,4,19,0,0,5,18,8,1895,0,0,0,0,0,0,8,0.5,0,0.26,1,1833.333333,,,,,,,,,109,6,82,13797,1000,39203,2,2007,40.83,38.28,17.9,20.38,-0.85,0,982.1,982.1,0,1,0,0,0,27
60,2,0.19364,0.1699,0.1599,0.1512,0.0549,0.0963,5,5,1,27,1,142,1,0,700,719,34103,14,14,28,13,540,0,3,0,0,0,0,0,17461,0.65,8289,27,1,1,0.27,3,4083.333333,,,,,,,,,0,,9,92006,15000,41428,2,2013,372.71,3347.4078,1531.38,1816.0278,-107.31,0,0,0,0,1,0,0,0,1
36,2,0.2706,0.2324,0.2224,0.217,0.1025,0.1145,3,6,1,31,1,58,1,0,680,699,37595,8,4,16,2,193,3,3,0,0,0,0,0,5608,0.59,3314,16,0.68,0,0.21,4,4383.333333,,,,,,,,,0,,19,72841,4000,41144,3,2012,155.34,2781.12,1621.05,1160.07,-49.27,-26.41,0,0,0,1,0,0,0,67
60,2,0.20065,0.1765,0.1665,0.15512,0.0749,0.08022,4,7,15,15,1,149,0,0,660,679,37206,9,8,28,6,257,0,4,0,0,14,1,0,5159,0.97,17,26,0.92,1,0.33,3,2510,,,,,,,,,0,,1,131679,9000,41688,1,2014,226.83,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.15538,0.127,0.117,0.1166,0.033,0.0836,6,9,1,10,1,159,1,0,740,759,34408,8,6,13,5,733,0,0,0,0,0,0,0,60480,0.81,14170,12,0.91,0,0.13,2,13083.33333,,,,,,,,,0,,22,65497,20000,41040,2,2012,670.99,16920.79,13671.7,3249.09,-255.82,0,0,0,0,1,0,0,0,321
36,0,0.0779,0.0745,0.0645,0.0495,0.015,0.0495,7,8,7,19,2,60,1,0,820,839,33560,20,17,46,18,409,1,4,0,0,0,0,0,14106,0.1,113318,42,1,1,0.32,1,2080,,,,,,,,,0,,49,40810,7000,40219,1,2010,217.58,7650.02,6999.3,650.72,-87.33,0,0,0,0,1,0,0,0,235
36,0,0.12951,0.1225,0.11,,,,,,0,45,2,139,1,1,780,799,31779,13,8,31,7,88,3,8,0,0,0,0,0,1503,0,9905,26,0.88,2,0.38,4,4166.666667,,,,,,,,,0,,84,8212,25000,39148,1,2007,833.35,29737.98,25009.67,4728.31,-202.04,-383.82,0,0,0,1,0,0,0,323
36,2,0.16324,0.1274,0.1174,0.1121,0.0424,0.0697,5,7,1,16,5,0,0,0,660,679,37239,8,7,24,6,197,0,2,0,0,2,1,0,4726,0.75,1460,20,0.75,0,0.32,3,2833.333333,,,,,,,,,0,,2,125982,7000,41653,1,2014,234.98,232.5367,159.24,73.2967,-5.95,0,0,0,0,1,0,0,0,1
36,2,0.20626,0.1695,0.1595,0.14963,0.0649,0.08473,4,5,3,50,8,66,1,0,700,719,36008,9,8,51,4,572,0,4,1,0,4,0,0,10608,0.79,2412,27,0.96,0,,5,6666.666667,,,,,,,,,0,,5,105085,15000,41554,4,2013,534.42,2130.7142,1308.71,822.0042,-48.91,0,0,0,0,1,0,0,0,1
36,0,0.11696,0.11,0.095,,,,,,0,10,2,20,0,1,700,719,35964,13,10,43,8,42,1,3,0,0,0,1,0,550,0.33,1103,36,0.86,1,0.11,3,3333.333333,,,,,,,,,0,,80,17274,3000,39288,3,2007,98.22,3410.25,3000,410.25,-39.07,0,0,0,0,1,0,0,0,135
36,3,0.25406,0.2389,0.2289,,,,,,4,0,2,11,0,1,520,539,35557,8,6,11,6,119,5,6,1,0,0,0,0,1718,0.53,1482,11,0.9,4,0.11,3,2500,1,8,8,0,0,2000,1622.67,-120,1912,15,74,25336,2000,39461,1,2008,78.35,768.5,403.97,364.53,-15.26,0,1596.03,1596.03,0,1,0,0,0,68
36,0,0.06746,0.059,0.049,,,,,,4,0,2,4,1,1,840,859,30773,9,7,33,5,91,1,1,0,0,0,0,0,2593,0.04,60807,13,1,0,0.08,4,5084.083333,,,,,,,,,0,,70,31878,2000,39597,2,2008,60.75,2117.17,2000,117.17,-19.86,0,0,0,0,1,0,0,0,72
60,2,0.2004,0.1765,0.1665,0.15512,0.0749,0.08022,4,5,1,0,1,25,1,0,680,699,35019,12,11,44,10,384,1,8,0,0,19,1,0,5079,0.37,4870,40,0.87,0,0.34,4,4663.083333,,,,,,,,,0,,2,129520,15000,41667,1,2014,378.05,378.05,153.19,224.86,-12.74,0,0,0,0,1,0,0,0,3
36,0,0.13138,0.1034,0.0934,0.0905,0.0274,0.0631,6,8,1,10,1,23,1,0,720,739,37270,20,19,44,9,552,0,3,0,0,0,0,0,18918,0.66,8150,29,0.9,0,0.12,2,8333.333333,,,,,,,,,0,,8,94926,2000,41466,3,2013,64.85,2039.03,2000,39.03,-3.78,0,0,0,0,1,0,0,0,22
36,1,0.24911,0.234,0.224,,,,,,1,10,2,124,1,0,700,719,34697,16,12,36,8,862,3,15,0,0,0,0,0,127252,0.97,3506,34,1,2,0.29,2,9250,,,,,,,,,462,9,66,37090,15000,39717,3,2008,583.78,1721.34,449.27,1272.07,-83.85,-5597.2,14550.73,5297.87,9894.36,1,0,0,0,442
36,2,0.14409,0.1159,0.1059,0.10208,0.0324,0.06968,6,9,1,40,1,79,1,0,680,699,39290,11,9,17,8,423,0,3,0,0,0,0,0,18705,0.69,8095,17,1,0,0.2,4,5500,,,,,,,,,0,,4,110923,20000,41591,4,2013,660.38,3100.38,2554.23,546.15,-47.11,0,0,0,0,1,0,0,0,299
36,2,0.20524,0.1685,0.1585,0.14814,0.0699,0.07824,4,4,1,0,1,95,1,0,680,699,33457,9,9,25,5,577,0,1,0,0,0,0,0,18266,0.99,891,18,0.88,0,0.18,2,12916.66667,,,,,,,,,0,,3,122367,5000,41631,4,2013,177.89,353.4718,214.2,139.2718,-8.41,0,0,0,0,1,0,0,0,1
36,0,0.12106,0.1,0.09,0.0688,0.021,0.0688,6,9,2,21,2,222,0,0,720,739,33935,8,6,17,6,180,0,3,0,0,0,0,0,3878,0.95,192,14,1,0,0.1,5,6250,1,16,16,0,0,12000,7153.78,-1,0,,51,39948,2000,40158,4,2009,64.53,2322.43,2000,322.43,-32.23,0,0,0,0,1,0,0,0,150
60,2,0.29464,0.2684,0.2584,0.252,0.1025,0.1495,3,5,1,37,2,346,0,0,620,639,33836,9,7,27,5,419,0,1,0,0,0,0,0,14566,0.93,994,21,0.9,1,0.4,4,5166.666667,2,33,33,0,0,6900,4099.62,-29,0,,17,75772,15000,41187,4,2012,456.6,7305.6,2286.18,5019.42,-186.99,0,0,0,0,1,0,0,0,151
60,0,0.29341,0.2672,0.2572,0.2355,0.1125,0.123,3,2,1,10,1,2,1,0,720,739,34973,14,10,49,8,253,2,3,4,438,5,0,0,4171,0.52,906,45,0.72,1,0.12,2,8966.666667,,,,,,,,,0,,7,100361,4000,41515,3,2013,121.47,4496.83,4000,496.83,-18.59,0,0,0,0,1,0,0,0,32
36,3,0.19462,0.18,0.17,,,,,,3,0,2,196,1,1,700,719,31769,12,11,37,3,2448,0,8,0,0,0,0,0,176420,1.02,0,34,0.94,0,0.33,2,9166.666667,1,25,25,0,0,10000,3545.11,-40,1947,8,69,32478,20000,39608,2,2008,723.05,2677.2,1281.29,1395.91,-120.1,-241.92,18718.71,18718.71,900,1,0,0,0,347
36,2,0.19645,0.1599,0.1499,0.1417,0.0549,0.0868,5,6,15,54,1,42,0,0,780,799,35852,5,5,19,5,182,0,2,0,0,0,0,0,5272,0.13,34728,19,1,0,0.53,1,1358.333333,,,,,,,,,0,,12,86965,15000,41355,1,2013,527.28,5800.08,3836.62,1963.46,-122.8,0,0,0,0,1,0,0,0,262
36,0,0.17219,0.165,0.1575,,,,,,0,0,3,,1,1,720,739,36818,,,12,6,124,9,21,0,,0,0,,,,,,,,0.3,6,4166.666667,,,,,,,,,0,,91,2971,20000,38960,3,2006,708.09,25398.41,20000,5398.41,-166.1,0,0,0,0,1,0,0,0,59
36,0,0.11696,0.11,0.105,,,,,,0,16,9,,0,0,720,739,35821,,,14,4,224,5,6,0,,0,0,,,,,,,,0.11,6,3250,,,,,,,,,0,,90,3426,4000,38982,3,2006,130.95,4522.12,4000,522.12,-23.73,0,0,0,0,1,0,0,0,57
36,0,0.37453,0.35,0.34,,,,,,5,26,2,14,0,0,520,539,37886,4,4,11,4,80,0,5,5,9023,5,1,1,0,0,829,7,0,0,0.04,3,3018.75,,,,,,,,,0,,67,35577,1000,39678,3,2008,0,1670.06,999.99,670.07,-19.16,0,0,0,0,1,1,1,50,6
60,2,0.23267,0.208,0.198,0.18224,0.0975,0.08474,3,3,7,11,1,10,0,0,700,719,37851,11,10,24,3,147,1,1,0,0,0,0,0,5190,0.97,127,19,1,1,0.16,3,3333.333333,,,,,,,,,0,,3,123306,10000,41638,4,2013,269.41,538.82,198.43,340.39,-16.36,0,0,0,0,1,0,0,0,6
60,2,0.13942,0.1169,0.1069,0.103,0.0324,0.0706,6,6,14,17,1,56,1,0,720,739,32813,17,15,39,9,177,2,7,0,0,0,0,0,8257,0.15,44843,33,1,1,0.16,3,3333.333333,,,,,,,,,0,,10,90954,10000,41417,2,2013,220.88,1987.92,1148.41,839.51,-71.81,0,0,0,0,1,0,0,0,1
36,3,0.18454,0.17,0.16,,,,,,1,0,7,244,0,0,700,719,30291,6,3,6,3,345,2,2,0,0,0,0,0,9627,0.99,111,6,1,0,0.8,1,1441.666667,,,,,,,,,1552,22,69,32463,6500,39608,2,2008,231.74,3939.58,2661.04,1278.54,-75.21,0,3838.96,3838.96,0,1,0,0,0,160
36,5,0.24246,0.2049,0.1949,0.1808,0.0824,0.0984,4,4,7,30,1,201,0,0,700,719,34555,3,3,17,3,81,0,3,1,2602,37,0,0,1407,0.18,1719,13,0.76,0,0.11,4,5633.333333,,,,,,,,,22,,14,82651,14500,41290,1,2013,542.5,6510,3894.15,2615.85,-127.68,0,0,0,0,1,0,0,0,170
36,2,0.17754,0.1414,0.1314,0.1252,0.0449,0.0803,5,7,1,1,1,15,1,0,740,759,36578,9,8,21,7,863,0,2,0,0,0,0,0,104125,0.92,8625,20,1,0,0.18,5,8033.333333,,,,,,,,,0,,9,92260,18000,41430,2,2013,616.42,4924.3868,3360.61,1563.7768,-111.08,0,0,0,0,1,0,0,0,1
36,3,0.16461,0.143,0.133,,,,,,4,33,2,34,0,0,620,639,38936,3,3,5,2,60,0,3,0,0,0,0,0,556,0,510,3,1,2,0.22,1,2000,,,,,,,,,1661,18,70,31570,6500,39590,2,2008,223.1,2958.1,2078.26,879.84,-61.53,-35.8,4421.74,4421.74,210.64,1,0,0,0,194
36,0,0.10836,0.1049,0.0949,0.0798,0.015,0.0798,7,8,7,1,2,109,0,0,800,819,36924,9,9,18,6,129,0,1,0,0,0,0,0,3498,0,23662,18,0.94,0,0.15,2,9083.333333,,,,,,,,,0,,48,41270,15000,40256,1,2010,487.47,15175.73,15000,175.73,-16.75,0,0,0,0,1,0,0,0,436
36,2,0.20462,0.1679,0.1579,0.1487,0.0599,0.0888,5,6,1,27,1,275,1,1,640,659,37239,19,17,43,14,418,0,13,0,0,0,0,0,13693,0.51,12594,38,1,1,0.34,4,5500,2,48,48,0,0,15000,5766.39,-56,0,,17,76877,15000,41206,4,2012,533.22,8560.3,5933.54,2626.76,-156.45,0,0,0,0,1,1,0,0,273
36,2,0.12691,0.099,0.089,0.08619,0.0274,0.05879,6,8,1,9,8,107,0,0,700,719,35278,12,11,24,10,534,0,0,0,0,0,0,0,18393,0.85,3201,23,1,0,,3,3666.666667,1,35,35,0,0,2600,0,,0,,3,122869,10000,41626,4,2013,322.2,644.4,478.24,166.16,-16.78,0,0,0,0,1,0,0,0,1
36,2,0.16732,0.1314,0.1214,0.11567,0.0449,0.07077,5,7,1,16,5,0,0,0,680,699,26624,9,8,18,7,426,0,0,0,0,0,1,0,15221,0.88,1718,17,1,0,0.31,3,4000,,,,,,,,,0,,2,124185,6600,41645,1,2014,222.83,222.83,149.17,73.66,-5.61,0,0,0,0,1,0,0,0,18
36,2,0.26395,0.2259,0.2159,0.2107,0.0975,0.1132,3,4,3,9,8,272,0,0,640,659,30437,3,3,28,1,25,0,1,0,0,1,1,0,308,0.77,92,26,0.8,1,,3,3750,1,10,9,1,0,9500,7571.66,-81,0,,18,74109,15000,41169,3,2012,577.45,9801.65,5764.69,4036.96,-178.71,0,0,0,0,1,0,0,0,179
